zip5,lat,lon,state,temp_1_f,temp_2_f,temp_3_f,temp_4_f,temp_5_f,temp_6_f,temp_7_f,temp_1_c,temp_2_c,temp_3_c,temp_4_c,temp_5_c,temp_6_c,temp_7_c,warnings
42305,43.20338,-84.41694,KY,77,61,84,67,79,88,69,25,16.1,28.9,19.4,26.1,31.1,20.6,
42306,41.50102,-84.27328,KY,73,85,60,80,77,67,60,22.8,29.4,15.6,26.7,25,19.4,15.6,
42307,39.63285,-85.33103,KY,75,66,75,82,74,77,75,23.9,18.9,23.9,27.8,23.3,25,23.9,
42308,43.29707,-85.60817,KY,68,82,79,75,76,72,75,20,27.8,26.1,23.9,24.4,22.2,23.9,
42309,42.6215,-82.80376,KY,65,57,74,65,82,71,78,18.3,13.9,23.3,18.3,27.8,21.7,25.6,
42310,39.74068,-86.76872,KY,76,82,84,74,61,77,87,24.4,27.8,28.9,23.3,16.1,25,30.6,
42311,45.45083,-85.69174,KY,82,71,65,70,69,80,77,27.8,21.7,18.3,21.1,20.6,26.7,25,
42312,41.72713,-85.88751,KY,82,69,78,82,72,62,74,27.8,20.6,25.6,27.8,22.2,16.7,23.3,
42313,42.52913,-85.11827,KY,74,80,73,65,68,73,73,23.3,26.7,22.8,18.3,20,22.8,22.8,
42314,41.09215,-83.72818,KY,66,79,82,91,72,87,78,18.9,26.1,27.8,32.8,22.2,30.6,25.6,
42315,44.38187,-82.11374,KY,76,62,77,79,84,69,83,24.4,16.7,25,26.1,28.9,20.6,28.3,severe_thunderstorm_warning
42316,41.50025,-83.97724,KY,78,60,66,81,69,70,70,25.6,15.6,18.9,27.2,20.6,21.1,21.1,
42317,42.7356,-81.88757,KY,71,80,73,67,81,81,57,21.7,26.7,22.8,19.4,27.2,27.2,13.9,
42318,39.5607,-86.33538,KY,69,74,76,72,64,68,68,20.6,23.3,24.4,22.2,17.8,20,20,
42319,42.42345,-82.79876,KY,77,86,65,69,78,73,79,25,30,18.3,20.6,25.6,22.8,26.1,
42320,37.377266,-86.88364,KY,79,71,74,75,74,74,72,26.1,21.7,23.3,23.9,23.3,23.3,22.2,
42321,37.177839,-87.05761,KY,71,69,81,74,73,67,75,21.7,20.6,27.2,23.3,22.8,19.4,23.9,
42322,37.615062,-87.406866,KY,69,67,81,86,73,86,69,20.6,19.4,27.2,30,22.8,30,20.6,
42323,37.172261,-87.03677,KY,77,74,77,79,72,79,77,25,23.3,25,26.1,22.2,26.1,25,
42324,37.150125,-87.00657,KY,79,68,68,72,87,79,81,26.1,20,20,22.2,30.6,26.1,27.2,
42325,37.333802,-87.26807,KY,81,75,83,76,73,66,75,27.2,23.9,28.3,24.4,22.8,18.9,23.9,
42326,37.198074,-87.01403,KY,68,76,70,70,81,82,66,20,24.4,21.1,21.1,27.2,27.8,18.9,
42327,37.575772,-87.29499,KY,58,62,83,73,81,74,78,14.4,16.7,28.3,22.8,27.2,23.3,25.6,severe_thunderstorm_warning
42328,37.410099,-87.03433,KY,73,81,69,59,82,74,72,22.8,27.2,20.6,15,27.8,23.3,22.2,
42329,45.97567,-87.85936,KY,85,67,59,77,60,80,85,29.4,19.4,15,25,15.6,26.7,29.4,
42330,37.299591,-87.12992,KY,81,61,80,87,82,70,98,27.2,16.1,26.7,30.6,27.8,21.1,36.7,
42331,44.40576,-86.22123,KY,70,61,68,64,77,82,79,21.1,16.1,20,17.8,25,27.8,26.1,
42332,37.251296,-87.09071,KY,74,76,74,58,78,73,88,23.3,24.4,23.3,14.4,25.6,22.8,31.1,
42333,37.349023,-86.76565,KY,83,71,74,78,63,74,91,28.3,21.7,23.3,25.6,17.2,23.3,32.8,
42334,37.745491,-87.112823,KY,81,74,57,59,79,83,74,27.2,23.3,13.9,15,26.1,28.3,23.3,
42335,44.80822,-80.88354,KY,78,82,65,75,58,61,74,25.6,27.8,18.3,23.9,14.4,16.1,23.3,severe_thunderstorm_warning
42336,41.31937,-83.86243,KY,75,66,74,74,77,75,86,23.9,18.9,23.3,23.3,25,23.9,30,
42337,37.227223,-87.01349,KY,70,80,82,79,88,85,69,21.1,26.7,27.8,26.1,31.1,29.4,20.6,
42338,37.559872,-86.77254,KY,56,79,94,70,80,86,68,13.3,26.1,34.4,21.1,26.7,30,20,
42339,37.094139,-86.9746,KY,82,79,61,84,80,60,82,27.8,26.1,16.1,28.9,26.7,15.6,27.8,
42340,42.21658,-84.00942,KY,71,62,74,83,79,61,71,21.7,16.7,23.3,28.3,26.1,16.1,21.7,
42341,39.68182,-84.453,KY,70,61,93,76,76,72,82,21.1,16.1,33.9,24.4,24.4,22.2,27.8,
42342,42.63609,-81.45622,KY,81,61,66,71,76,74,73,27.2,16.1,18.9,21.7,24.4,23.3,22.8,
42343,37.655016,-86.69303,KY,74,67,82,91,70,72,65,23.3,19.4,27.8,32.8,21.1,22.2,18.3,
42344,37.240117,-87.29396,KY,70,89,91,58,70,77,72,21.1,31.7,32.8,14.4,21.1,25,22.2,
42345,37.166299,-87.18333,KY,73,71,70,70,74,71,86,22.8,21.7,21.1,21.1,23.3,21.7,30,
42346,45.02775,-80.44661,KY,70,79,60,82,88,69,73,21.1,26.1,15.6,27.8,31.1,20.6,22.8,
42347,37.471839,-86.9063,KY,89,69,80,88,62,74,77,31.7,20.6,26.7,31.1,16.7,23.3,25,severe_thunderstorm_warning
42348,37.882498,-86.76297,KY,84,74,56,69,76,72,73,28.9,23.3,13.3,20.6,24.4,22.2,22.8,severe_thunderstorm_warning
42349,37.433703,-86.66952,KY,55,71,70,73,78,72,71,12.8,21.7,21.1,22.8,25.6,22.2,21.7,
42350,37.456942,-87.17107,KY,57,57,68,81,69,68,75,13.9,13.9,20,27.2,20.6,20,23.9,
42351,37.918157,-86.89243,KY,77,80,70,69,75,74,77,25,26.7,21.1,20.6,23.9,23.3,25,
42352,37.502836,-87.11162,KY,67,62,77,69,64,84,87,19.4,16.7,25,20.6,17.8,28.9,30.6,
42353,43.31426,-86.10505,KY,79,72,80,74,67,72,68,26.1,22.2,26.7,23.3,19.4,22.2,20,
42354,37.3799,-86.9258,KY,61,70,83,77,86,77,58,16.1,21.1,28.3,25,30,25,14.4,
42355,37.86975,-86.99535,KY,66,64,55,88,72,91,72,18.9,17.8,12.8,31.1,22.2,32.8,22.2,
42356,37.693229,-87.323841,KY,74,68,78,86,61,68,65,23.3,20,25.6,30,16.1,20,18.3,
42357,43.58599,-81.06095,KY,88,66,78,84,72,60,84,31.1,18.9,25.6,28.9,22.2,15.6,28.9,
42358,40.60671,-81.73269,KY,69,61,79,63,81,87,75,20.6,16.1,26.1,17.2,27.2,30.6,23.9,
42359,38.5409,-84.30651,KY,80,72,78,80,75,71,86,26.7,22.2,25.6,26.7,23.9,21.7,30,
42360,40.57503,-84.23393,KY,77,64,63,61,72,75,75,25,17.8,17.2,16.1,22.2,23.9,23.9,
42361,37.517388,-86.6846,KY,79,74,74,80,66,73,72,26.1,23.3,23.3,26.7,18.9,22.8,22.2,
42362,40.27011,-80.80694,KY,81,71,76,82,70,83,78,27.2,21.7,24.4,27.8,21.1,28.3,25.6,
42363,38.67653,-81.20242,KY,69,74,82,61,62,81,80,20.6,23.3,27.8,16.1,16.7,27.2,26.7,
42364,37.827235,-86.804814,KY,72,88,80,78,53,81,81,22.2,31.1,26.7,25.6,11.7,27.2,27.2,
42365,37.114594,-87.00175,KY,62,71,75,85,72,64,87,16.7,21.7,23.9,29.4,22.2,17.8,30.6,
42366,37.729714,-86.92838,KY,95,72,71,60,55,66,84,35,22.2,21.7,15.6,12.8,18.9,28.9,
42367,37.242948,-87.154898,KY,70,96,91,90,71,82,74,21.1,35.6,32.8,32.2,21.7,27.8,23.3,
42368,37.710929,-86.75487,KY,74,75,75,65,79,81,73,23.3,23.9,23.9,18.3,26.1,27.2,22.8,
42369,37.337926,-86.99685,KY,91,90,86,70,75,56,87,32.8,32.2,30,21.1,23.9,13.3,30.6,
42370,37.448681,-86.74121,KY,68,71,72,73,79,84,61,20,21.7,22.2,22.8,26.1,28.9,16.1,
42371,37.508047,-87.29293,KY,74,70,98,75,71,68,82,23.3,21.1,36.7,23.9,21.7,20,27.8,
42372,37.41277,-87.28063,KY,68,84,83,54,64,74,65,20,28.9,28.3,12.2,17.8,23.3,18.3,
42373,42.19571,-80.59488,KY,69,68,74,77,84,74,61,20.6,20,23.3,25,28.9,23.3,16.1,tornado_warning
42374,37.33976,-87.14514,KY,78,80,84,75,76,82,88,25.6,26.7,28.9,23.9,24.4,27.8,31.1,
42375,37.745491,-87.112823,KY,69,68,90,68,72,74,77,20.6,20,32.2,20,22.2,23.3,25,
42376,37.598406,-87.09113,KY,61,72,72,58,78,84,75,16.1,22.2,22.2,14.4,25.6,28.9,23.9,
42377,37.745491,-87.112823,KY,81,77,75,67,76,77,59,27.2,25,23.9,19.4,24.4,25,15,
42378,37.666515,-86.86454,KY,82,65,86,79,66,72,81,27.8,18.3,30,26.1,18.9,22.2,27.2,
42379,42.26299,-84.48728,KY,69,66,71,82,84,78,86,20.6,18.9,21.7,27.8,28.9,25.6,30,
42380,40.98023,-84.32023,KY,69,77,64,65,63,77,79,20.6,25,17.8,18.3,17.2,25,26.1,
42381,40.17633,-87.63908,KY,78,77,72,68,60,74,73,25.6,25,22.2,20,15.6,23.3,22.8,
42382,39.79948,-83.42358,KY,72,71,76,88,81,75,92,22.2,21.7,24.4,31.1,27.2,23.9,33.3,hurricane_warning
42383,43.60972,-86.49973,KY,78,84,91,87,70,78,78,25.6,28.9,32.8,30.6,21.1,25.6,25.6,
42384,45.02679,-85.56161,KY,72,81,78,82,77,76,67,22.2,27.2,25.6,27.8,25,24.4,19.4,
42385,40.73793,-86.27536,KY,92,77,73,75,69,77,69,33.3,25,22.8,23.9,20.6,25,20.6,
42386,42.00856,-81.73427,KY,78,62,77,84,79,83,89,25.6,16.7,25,28.9,26.1,28.3,31.7,
42387,39.00136,-85.3895,KY,70,73,72,67,80,71,70,21.1,22.8,22.2,19.4,26.7,21.7,21.1,
42388,43.31875,-80.88522,KY,71,60,74,66,77,85,59,21.7,15.6,23.3,18.9,25,29.4,15,
42389,42.97713,-80.29429,KY,89,82,78,70,73,70,78,31.7,27.8,25.6,21.1,22.8,21.1,25.6,
42390,44.51466,-80.77283,KY,84,83,69,84,61,70,64,28.9,28.3,20.6,28.9,16.1,21.1,17.8,
42391,43.17416,-80.82021,KY,76,75,62,80,74,74,69,24.4,23.9,16.7,26.7,23.3,23.3,20.6,
42392,39.56791,-83.0569,KY,62,72,70,73,76,75,65,16.7,22.2,21.1,22.8,24.4,23.9,18.3,
42393,40.04659,-82.66614,KY,63,84,56,59,68,84,77,17.2,28.9,13.3,15,20,28.9,25,
42394,38.01378,-83.30405,KY,77,75,81,82,74,80,63,25,23.9,27.2,27.8,23.3,26.7,17.2,
42395,38.09734,-84.04976,KY,70,62,60,66,76,89,76,21.1,16.7,15.6,18.9,24.4,31.7,24.4,
42396,44.31263,-87.7049,KY,68,82,76,86,85,83,66,20,27.8,24.4,30,29.4,28.3,18.9,severe_thunderstorm_warning
42397,42.61049,-80.1328,KY,75,80,68,72,89,75,70,23.9,26.7,20,22.2,31.7,23.9,21.1,severe_thunderstorm_warning
42398,43.27336,-86.49197,KY,80,69,81,71,63,76,84,26.7,20.6,27.2,21.7,17.2,24.4,28.9,
42399,41.85352,-87.39246,KY,70,78,67,64,70,63,79,21.1,25.6,19.4,17.8,21.1,17.2,26.1,
42400,37.784577,-87.72406,KY,84,74,76,74,75,78,76,28.9,23.3,24.4,23.3,23.9,25.6,24.4,
42401,41.78623,-83.66634,KY,90,73,71,64,75,60,65,32.2,22.8,21.7,17.8,23.9,15.6,18.3,
42402,37.778911,-87.60124,KY,81,71,56,82,85,71,66,27.2,21.7,13.3,27.8,29.4,21.7,18.9,severe_thunderstorm_warning
42403,37.448198,-87.93391,KY,85,76,72,74,80,82,77,29.4,24.4,22.2,23.3,26.7,27.8,25,
42404,37.481719,-87.8394,KY,60,65,62,89,82,64,66,15.6,18.3,16.7,31.7,27.8,17.8,18.9,
42405,43.32219,-85.2728,KY,77,58,70,77,81,65,75,25,14.4,21.1,25,27.2,18.3,23.9,
42406,37.743264,-87.73173,KY,63,64,74,83,80,86,75,17.2,17.8,23.3,28.3,26.7,30,23.9,
42407,45.3349,-83.47767,KY,64,61,80,62,74,69,61,17.8,16.1,26.7,16.7,23.3,20.6,16.1,
42408,37.183465,-87.68413,KY,57,67,65,74,71,88,84,13.9,19.4,18.3,23.3,21.7,31.1,28.9,
42409,37.52165,-87.69701,KY,80,77,49,80,81,74,78,26.7,25,9.4,26.7,27.2,23.3,25.6,
42410,37.275896,-87.51498,KY,74,71,80,70,86,72,75,23.3,21.7,26.7,21.1,30,22.2,23.9,
42411,37.216778,-88.01438,KY,74,70,75,82,72,83,79,23.3,21.1,23.9,27.8,22.2,28.3,26.1,severe_thunderstorm_warning
42412,38.73966,-84.09387,KY,73,60,78,67,62,67,79,22.8,15.6,25.6,19.4,16.7,19.4,26.1,
42413,37.425687,-87.495,KY,80,78,82,70,65,72,78,26.7,25.6,27.8,21.1,18.3,22.2,25.6,
42414,39.98332,-87.00167,KY,79,80,74,71,76,71,88,26.1,26.7,23.3,21.7,24.4,21.7,31.1,
42415,42.0351,-81.32848,KY,72,75,71,76,73,66,74,22.2,23.9,21.7,24.4,22.8,18.9,23.3,
42416,41.71534,-84.52188,KY,83,74,56,68,80,68,59,28.3,23.3,13.3,20,26.7,20,15,
42417,42.43766,-83.74142,KY,71,81,78,80,63,67,67,21.7,27.2,25.6,26.7,17.2,19.4,19.4,
42418,39.51011,-87.94371,KY,83,77,81,64,74,76,70,28.3,25,27.2,17.8,23.3,24.4,21.1,
42419,37.807173,-87.599052,KY,64,61,66,74,66,69,75,17.8,16.1,18.9,23.3,18.9,20.6,23.9,
42420,37.825094,-87.56055,KY,84,59,80,82,69,67,73,28.9,15,26.7,27.8,20.6,19.4,22.8,
42421,39.93463,-84.26449,KY,91,85,74,67,81,87,86,32.8,29.4,23.3,19.4,27.2,30.6,30,
42422,40.0767,-85.88332,KY,72,70,92,78,71,73,79,22.2,21.1,33.3,25.6,21.7,22.8,26.1,
42423,45.48892,-81.22696,KY,72,62,76,78,78,80,74,22.2,16.7,24.4,25.6,25.6,26.7,23.3,
42424,45.93365,-87.85999,KY,77,73,66,76,82,70,70,25,22.8,18.9,24.4,27.8,21.1,21.1,
42425,44.6963,-80.45247,KY,68,60,65,79,70,75,78,20,15.6,18.3,26.1,21.1,23.9,25.6,severe_thunderstorm_warning
42426,43.77164,-81.85459,KY,75,69,80,73,73,82,64,23.9,20.6,26.7,22.8,22.8,27.8,17.8,
42427,39.73756,-82.41339,KY,79,71,76,61,84,79,78,26.1,21.7,24.4,16.1,28.9,26.1,25.6,
42428,40.82293,-84.26404,KY,86,76,80,84,74,68,75,30,24.4,26.7,28.9,23.3,20,23.9,
42429,41.09913,-87.4371,KY,76,102,72,67,67,80,53,24.4,38.9,22.2,19.4,19.4,26.7,11.7,
42430,40.3465,-87.58569,KY,87,62,77,82,81,72,91,30.6,16.7,25,27.8,27.2,22.2,32.8,
42431,37.330791,-87.50378,KY,67,85,80,79,80,88,59,19.4,29.4,26.7,26.1,26.7,31.1,15,
42432,45.99398,-87.35188,KY,79,70,82,69,71,71,69,26.1,21.1,27.8,20.6,21.7,21.7,20.6,
42433,43.08016,-81.25168,KY,80,78,88,70,79,82,78,26.7,25.6,31.1,21.1,26.1,27.8,25.6,
42434,38.34984,-81.72749,KY,70,73,77,70,77,66,75,21.1,22.8,25,21.1,25,18.9,23.9,
42435,43.31522,-80.05188,KY,84,68,80,75,71,76,76,28.9,20,26.7,23.9,21.7,24.4,24.4,
42436,37.458645,-87.54828,KY,78,77,70,65,74,69,73,25.6,25,21.1,18.3,23.3,20.6,22.8,
42437,37.67416,-87.90199,KY,69,77,75,80,79,81,72,20.6,25,23.9,26.7,26.1,27.2,22.2,
42438,38.28141,-83.7519,KY,70,72,85,54,72,96,70,21.1,22.2,29.4,12.2,22.2,35.6,21.1,
42439,44.59254,-84.44752,KY,64,68,79,79,80,71,66,17.8,20,26.1,26.1,26.7,21.7,18.9,
42440,37.238785,-87.46986,KY,63,69,74,75,66,82,80,17.2,20.6,23.3,23.9,18.9,27.8,26.7,
42441,37.36327,-87.65307,KY,74,65,68,77,70,63,89,23.3,18.3,20,25,21.1,17.2,31.7,severe_thunderstorm_warning
42442,37.178627,-87.46702,KY,73,81,61,76,62,80,83,22.8,27.2,16.1,24.4,16.7,26.7,28.3,
42443,39.1003,-86.5575,KY,66,80,78,77,81,66,75,18.9,26.7,25.6,25,27.2,18.9,23.9,
42444,37.641689,-87.63786,KY,78,82,78,73,84,75,68,25.6,27.8,25.6,22.8,28.9,23.9,20,
42445,37.12596,-87.87429,KY,76,72,80,81,83,68,67,24.4,22.2,26.7,27.2,28.3,20,19.4,
42446,42.1395,-81.12907,KY,82,78,66,83,79,84,68,27.8,25.6,18.9,28.3,26.1,28.9,20,
42447,44.37315,-81.71948,KY,85,71,75,66,73,90,86,29.4,21.7,23.9,18.9,22.8,32.2,30,
42448,42.54774,-86.53813,KY,78,86,65,69,71,79,74,25.6,30,18.3,20.6,21.7,26.1,23.3,
42449,38.24907,-86.71354,KY,82,63,98,79,72,71,78,27.8,17.2,36.7,26.1,22.2,21.7,25.6,
42450,37.396445,-87.76428,KY,71,75,78,70,75,68,75,21.7,23.9,25.6,21.1,23.9,20,23.9,
42451,37.859415,-87.37005,KY,71,73,71,71,82,69,72,21.7,22.8,21.7,21.7,27.8,20.6,22.2,
42452,37.674669,-87.54291,KY,75,76,67,78,74,67,60,23.9,24.4,19.4,25.6,23.3,19.4,15.6,
42453,37.143686,-87.59662,KY,88,86,81,70,58,84,77,31.1,30,27.2,21.1,14.4,28.9,25,
42454,42.87596,-81.02724,KY,65,83,71,77,76,83,72,18.3,28.3,21.7,25,24.4,28.3,22.2,
42455,37.600857,-87.52635,KY,62,71,61,95,77,83,81,16.7,21.7,16.1,35,25,28.3,27.2,
42456,37.514424,-87.49975,KY,73,79,79,68,74,75,61,22.8,26.1,26.1,20,23.3,23.9,16.1,
42457,37.801347,-87.76586,KY,66,66,77,92,77,72,80,18.9,18.9,25,33.3,25,22.2,26.7,
42458,37.860142,-87.41866,KY,69,83,74,72,62,90,82,20.6,28.3,23.3,22.2,16.7,32.2,27.8,
42459,37.558719,-87.99632,KY,77,71,58,75,78,68,70,25,21.7,14.4,23.9,25.6,20,21.1,
42460,37.493997,-87.932773,KY,75,80,85,74,85,74,61,23.9,26.7,29.4,23.3,29.4,23.3,16.1,
42461,37.771573,-87.91614,KY,63,75,78,70,82,65,84,17.2,23.9,25.6,21.1,27.8,18.3,28.9,
42462,37.729871,-87.81891,KY,72,69,79,63,81,72,62,22.2,20.6,26.1,17.2,27.2,22.2,16.7,
42463,37.488169,-87.8631,KY,69,88,87,59,75,54,63,20.6,31.1,30.6,15,23.9,12.2,17.2,
42464,37.168568,-87.37879,KY,77,81,74,71,71,78,70,25,27.2,23.3,21.7,21.7,25.6,21.1,
42465,39.75252,-84.53422,KY,78,68,80,81,80,60,82,25.6,20,26.7,27.2,26.7,15.6,27.8,
42466,44.8241,-84.08029,KY,74,74,69,88,77,86,62,23.3,23.3,20.6,31.1,25,30,16.7,
42467,45.17092,-84.59436,KY,81,71,66,71,71,74,63,27.2,21.7,18.9,21.7,21.7,23.3,17.2,
42468,43.05524,-86.5912,KY,79,88,75,83,76,74,77,26.1,31.1,23.9,28.3,24.4,23.3,25,
42469,41.57981,-80.01291,KY,77,83,61,80,70,69,63,25,28.3,16.1,26.7,21.1,20.6,17.2,
42470,41.03706,-87.42965,KY,74,67,72,86,74,62,61,23.3,19.4,22.2,30,23.3,16.7,16.1,
42471,40.31237,-82.3542,KY,80,78,77,65,82,74,89,26.7,25.6,25,18.3,27.8,23.3,31.7,
42472,44.95009,-83.86327,KY,63,78,86,71,65,72,70,17.2,25.6,30,21.7,18.3,22.2,21.1,
42473,39.71267,-85.50339,KY,86,70,73,74,58,73,68,30,21.1,22.8,23.3,14.4,22.8,20,
42474,41.828,-86.98492,KY,75,84,66,82,68,81,75,23.9,28.9,18.9,27.8,20,27.2,23.9,
42475,40.82586,-82.84892,KY,73,82,66,81,68,69,78,22.8,27.8,18.9,27.2,20,20.6,25.6,
42476,44.11814,-80.25671,KY,76,77,84,77,79,82,75,24.4,25,28.9,25,26.1,27.8,23.9,
42477,42.35848,-81.87818,KY,67,68,66,91,80,83,82,19.4,20,18.9,32.8,26.7,28.3,27.8,
42478,44.36714,-82.28494,KY,75,90,68,71,72,81,82,23.9,32.2,20,21.7,22.2,27.2,27.8,
42479,41.18932,-82.00773,KY,72,81,70,69,74,85,94,22.2,27.2,21.1,20.6,23.3,29.4,34.4,
42480,41.13453,-81.9254,KY,75,82,72,75,65,76,64,23.9,27.8,22.2,23.9,18.3,24.4,17.8,
42481,39.98701,-85.52081,KY,85,69,80,82,61,71,84,29.4,20.6,26.7,27.8,16.1,21.7,28.9,
42482,42.05096,-80.34899,KY,64,78,87,73,73,75,71,17.8,25.6,30.6,22.8,22.8,23.9,21.7,
42483,43.04339,-85.47666,KY,69,81,90,82,79,69,89,20.6,27.2,32.2,27.8,26.1,20.6,31.7,
42484,39.6625,-84.59819,KY,76,65,72,71,76,68,80,24.4,18.3,22.2,21.7,24.4,20,26.7,
42485,39.83466,-86.4061,KY,65,75,86,83,69,65,81,18.3,23.9,30,28.3,20.6,18.3,27.2,
42486,43.01254,-84.33616,KY,76,77,78,73,74,72,62,24.4,25,25.6,22.8,23.3,22.2,16.7,
42487,44.63209,-84.68749,KY,66,68,68,72,79,73,64,18.9,20,20,22.2,26.1,22.8,17.8,
42488,38.6457,-84.40963,KY,85,83,67,100,81,74,87,29.4,28.3,19.4,37.8,27.2,23.3,30.6,
42489,41.80794,-80.40012,KY,70,82,88,54,61,73,70,21.1,27.8,31.1,12.2,16.1,22.8,21.1,
42490,43.87515,-85.56673,KY,67,75,70,70,76,71,78,19.4,23.9,21.1,21.1,24.4,21.7,25.6,
42491,45.44448,-82.17933,KY,72,82,75,73,73,76,82,22.2,27.8,23.9,22.8,22.8,24.4,27.8,
42492,44.26601,-84.04538,KY,66,75,81,69,84,77,87,18.9,23.9,27.2,20.6,28.9,25,30.6,
42493,42.48349,-86.45737,KY,69,87,92,76,77,76,77,20.6,30.6,33.3,24.4,25,24.4,25,
42494,40.42015,-83.11013,KY,75,82,63,68,84,79,89,23.9,27.8,17.2,20,28.9,26.1,31.7,severe_thunderstorm_warning
42495,44.55503,-86.19149,KY,79,75,69,74,66,70,76,26.1,23.9,20.6,23.3,18.9,21.1,24.4,
42496,40.54883,-82.89175,KY,80,59,74,61,74,66,81,26.7,15,23.3,16.1,23.3,18.9,27.2,
42497,44.33575,-80.55138,KY,65,77,66,77,79,67,89,18.3,25,18.9,25,26.1,19.4,31.7,
42498,45.42118,-85.41821,KY,72,73,84,64,79,75,68,22.2,22.8,28.9,17.8,26.1,23.9,20,
42499,44.17129,-85.03008,KY,67,86,68,64,96,80,73,19.4,30,20,17.8,35.6,26.7,22.8,
42500,45.21415,-87.82048,KY,79,59,90,80,77,78,74,26.1,15,32.2,26.7,25,25.6,23.3,
42501,37.075624,-84.54437,KY,78,79,73,82,78,72,67,25.6,26.1,22.8,27.8,25.6,22.2,19.4,
42502,37.09325,-84.427729,KY,71,66,76,65,90,87,64,21.7,18.9,24.4,18.3,32.2,30.6,17.8,
42503,37.112274,-84.588,KY,60,61,64,83,83,68,73,15.6,16.1,17.8,28.3,28.3,20,22.8,
42504,40.15561,-81.47653,KY,72,67,74,72,71,79,70,22.2,19.4,23.3,22.2,21.7,26.1,21.1,
42505,45.33555,-83.26836,KY,64,93,83,78,81,76,66,17.8,33.9,28.3,25.6,27.2,24.4,18.9,
42506,43.38013,-84.14554,KY,77,85,83,92,71,75,73,25,29.4,28.3,33.3,21.7,23.9,22.8,
42507,38.56066,-87.5753,KY,67,70,59,80,56,76,73,19.4,21.1,15,26.7,13.3,24.4,22.8,
42508,39.79341,-82.23284,KY,53,76,81,86,68,66,66,11.7,24.4,27.2,30,20,18.9,18.9,
42509,38.03958,-82.36046,KY,64,69,74,65,69,84,70,17.8,20.6,23.3,18.3,20.6,28.9,21.1,
42510,44.65098,-80.19717,KY,80,86,83,72,69,68,71,26.7,30,28.3,22.2,20.6,20,21.7,
42511,40.09268,-82.76352,KY,74,77,61,68,79,83,82,23.3,25,16.1,20,26.1,28.3,27.8,
42512,41.30421,-87.90782,KY,85,85,78,67,74,60,70,29.4,29.4,25.6,19.4,23.3,15.6,21.1,
42513,41.84686,-87.4025,KY,69,84,78,68,81,63,73,20.6,28.9,25.6,20,27.2,17.2,22.8,
42514,45.70947,-84.174,KY,80,75,58,80,80,84,66,26.7,23.9,14.4,26.7,26.7,28.9,18.9,
42515,43.01868,-85.61079,KY,63,83,67,65,83,79,83,17.2,28.3,19.4,18.3,28.3,26.1,28.3,
42516,37.191504,-84.79832,KY,78,60,70,64,87,74,80,25.6,15.6,21.1,17.8,30.6,23.3,26.7,
42517,39.61348,-86.19121,KY,62,74,67,74,72,74,70,16.7,23.3,19.4,23.3,22.2,23.3,21.1,
42518,36.94593,-84.63278,KY,77,69,81,82,74,80,77,25,20.6,27.2,27.8,23.3,26.7,25,
42519,36.965123,-84.55458,KY,83,62,70,84,80,69,85,28.3,16.7,21.1,28.9,26.7,20.6,29.4,
42520,40.5262,-87.29038,KY,76,81,84,75,77,86,77,24.4,27.2,28.9,23.9,25,30,25,
42521,42.20252,-83.09036,KY,62,75,71,70,85,72,88,16.7,23.9,21.7,21.1,29.4,22.2,31.1,
42522,41.04926,-82.68382,KY,70,85,68,72,75,68,78,21.1,29.4,20,22.2,23.9,20,25.6,
42523,38.16647,-85.39166,KY,90,91,70,73,66,57,81,32.2,32.8,21.1,22.8,18.9,13.9,27.2,
42524,44.1447,-86.179,KY,67,84,72,71,61,69,67,19.4,28.9,22.2,21.7,16.1,20.6,19.4,
42525,40.47255,-87.37205,KY,71,61,69,70,67,66,78,21.7,16.1,20.6,21.1,19.4,18.9,25.6,
42526,38.5169,-82.24209,KY,79,73,82,76,75,73,90,26.1,22.8,27.8,24.4,23.9,22.8,32.2,
42527,41.91969,-85.25457,KY,67,86,68,84,83,69,75,19.4,30,20,28.9,28.3,20.6,23.9,
42528,37.180186,-85.02396,KY,96,87,85,81,85,82,71,35.6,30.6,29.4,27.2,29.4,27.8,21.7,
42529,45.58319,-82.0888,KY,70,62,86,68,79,75,55,21.1,16.7,30,20,26.1,23.9,12.8,severe_thunderstorm_warning
42530,38.37894,-80.15114,KY,82,75,80,75,63,72,76,27.8,23.9,26.7,23.9,17.2,22.2,24.4,
42531,40.24341,-85.60867,KY,85,75,78,73,64,63,72,29.4,23.9,25.6,22.8,17.8,17.2,22.2,
42532,38.42517,-87.75792,KY,83,65,84,80,68,90,73,28.3,18.3,28.9,26.7,20,32.2,22.8,
42533,37.067452,-84.60301,KY,78,67,85,73,79,68,56,25.6,19.4,29.4,22.8,26.1,20,13.3,
42534,44.84895,-87.39693,KY,63,85,80,72,79,81,74,17.2,29.4,26.7,22.2,26.1,27.2,23.3,
42535,38.444,-87.44962,KY,77,87,78,71,80,71,77,25,30.6,25.6,21.7,26.7,21.7,25,
42536,43.08974,-85.73973,KY,76,70,73,79,78,69,75,24.4,21.1,22.8,26.1,25.6,20.6,23.9,
42537,43.3116,-82.54081,KY,80,80,65,88,73,79,80,26.7,26.7,18.3,31.1,22.8,26.1,26.7,
42538,45.32543,-87.56615,KY,69,75,73,73,60,86,79,20.6,23.9,22.8,22.8,15.6,30,26.1,
